Battery History (0% used, 1404 used of 256KB, 36 strings using 1752):
                    0 (9) RESET:TIME: 2017-10-24-07-22-27
          +1m49s320ms (2) 050 +wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +1m49s320ms (2) 050 +tmpwhitelist=1001:"sms-broadcast"
          +1m49s490ms (2) 050 +wake_lock_in=u0a14:"RingtonePlayer"
          +1m49s490ms (2) 050 +wake_lock_in=u0a46:"*vibrator*"
          +1m49s530ms (2) 050 -wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +1m49s540ms (3) 050 +audio -wake_lock_in=u0a14:"RingtonePlayer"
          +1m49s550ms (2) 050 +wake_lock_in=1013:"AudioMix"
          +1m49s570ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +1m49s570ms (2) 050 +wake_lock_in=u0a14:"AudioMix"
          +1m50s480ms (2) 050 -wake_lock_in=u0a46:"*vibrator*"
          +1m51s320ms (2) 050 -wake_lock_in=u0a14:"AudioMix"
          +1m51s320ms (3) 050 brightness=dark +wake_lock_in=1013:"AudioMix"
          +1m52s350ms (2) 050 -wake_lock_in=1001:"GsmInboundSmsHandler"
          +1m52s910ms (2) 050 +wake_lock_in=1001:"RILJ"
          +1m52s910ms (2) 050 -wake_lock_in=1001:"RILJ"
          +1m54s290ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +2m06s100ms (3) 050 brightness=medium +wake_lock_in=u0a14:"RingtonePlayer"
          +2m06s110ms (3) 050 -audio +wake_lock_in=1013:"AudioMix"
          +2m06s120ms (2) 050 -wake_lock_in=u0a14:"RingtonePlayer"
          +2m09s130ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +2m09s410ms (2) 050 -tmpwhitelist=u0a46:"sms-app"
          +2m09s410ms (2) 050 -tmpwhitelist=1001:"sms-broadcast"
          +2m12s920ms (2) 050 +wake_lock_in=1001:"RILJ"
          +2m12s920ms (2) 050 -wake_lock_in=1001:"RILJ"
          +2m32s080ms (2) 050 +alarm=1000:"*alarm*:android.intent.action.TIME_TICK"
          +2m32s080ms (2) 050 +wake_lock_in=1000:"*alarm*:android.intent.action.TIME_TICK"
          +2m32s700ms (2) 050 +alarm=1001:"*walarm*:com.android.internal.telephony.data-stall"
          +2m32s700ms (2) 050 -alarm=1001:"*walarm*:com.android.internal.telephony.data-stall"
          +2m32s930ms (2) 050 +wake_lock_in=1001:"RILJ"
          +2m32s930ms (2) 050 -wake_lock_in=1001:"RILJ"
          +2m36s170ms (2) 050 -alarm=1000:"*alarm*:android.intent.action.TIME_TICK"
          +2m36s170ms (2) 050 -wake_lock_in=1000:"*alarm*:android.intent.action.TIME_TICK"
          +2m47s060ms (2) 050 +wake_lock_in=1013:"AudioMix"
          +2m47s060ms (2) 050 +wake_lock_in=u0a46:"*launch*"
          +2m47s060ms (2) 050 -top=u0a8:"com.android.launcher3"
          +2m47s060ms (2) 050 +top=u0a46:"com.android.messaging"
          +2m47s070ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +2m47s070ms (2) 050 +wake_lock_in=1000:"AudioMix"
          +2m47s080ms (2) 050 +wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m47s110ms (2) 050 +wake_lock_in=u0a46:"bugle_background_worker_wakelock"
          +2m47s110ms (2) 050 -wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m47s190ms (2) 050 -wake_lock_in=1000:"AudioMix"
          +2m47s190ms (2) 050 +wake_lock_in=1013:"AudioMix"
